product_id,product_name,brand,category,supplier_id,unit_cost,selling_price,reorder_level,temp_code,weight_kg,launch_date,is_discontinued
105,Nike Dog Food,Nike,Books,7902,426.85,910.35,26,TMP-XUOO1S,25.09,2022-07-21,No
106,Whiskas Monitor,Nestle,Clothing,4526,200.16,359.68,100,TMP-XNQWS9,30.76,2025-09-14,No
107,Philips Desk,Nike,Beauty,4717,425.15,894.84,37,TMP-M81DQE,39.13,2019-12-08,No
108,Dell Keyboard,Nike,Toys,7716,14.95,22.21,102,TMP-IB4RRI,18.28,2026-01-15,No
109,Nestle Keyboard,Nike,Sports,4939,57.52,69.5,115,TMP-CGDDDP,34.98,2020-08-05,No
110,Logitech Keyboard,Dell,Books,10354,409.94,626.36,25,TMP-4ABMTW,0.66,2023-03-20,No
111,Puma Mixer,LEGO,Pet Supplies,8896,14.2,30.3,93,TMP-FL77H8,15.5,2022-12-12,No
112,Dell Toy Car,Logitech,Pet Supplies,7274,469.47,921.18,33,TMP-A5NQNF,33.43,2021-12-24,No
113,Canon Dog Food,Canon,Office Supplies,233,383.69,823.53,32,TMP-ZH47VS,34.8,2021-11-25,No
114,Logitech Toy Car,Nike,Beauty,2100,155.91,295.81,39,TMP-3Z5Q9I,18.32,2024-05-29,No
115,Sony Monitor,Nike,Home & Kitchen,9924,346.57,394.89,30,TMP-VN6S28,2.96,2023-04-03,No
116,Logitech Laptop,Apple,Office Supplies,8906,123.71,187.56,40,TMP-XWFM6O,13.77,2020-06-10,No
117,Adidas Monitor,Nike,Beauty,4139,456.35,679.02,34,TMP-FFHOAA,45.25,2019-07-08,No
118,Samsung Bottle,Adidas,Automotive,3538,350.87,653.26,35,TMP-10LX69,13.43,2024-07-08,No
119,IKEA Keyboard,Samsung,Toys,3793,176.7,331.59,49,TMP-PBDMRT,17.87,2024-11-29,Yes
120,Nestle Football,Samsung,Toys,6679,460.74,818.91,27,TMP-Q3HO5O,30.57,2025-07-05,No
121,IKEA Football,KitchenAid,Books,6343,348.11,654.53,33,TMP-BMQX4E,18.68,2021-10-12,No
122,HP Mixer,Dell,Furniture,7081,123.91,202.47,32,TMP-S3ZHQE,33.6,2023-10-23,No
123,KitchenAid Phone,Apple,Home & Kitchen,7652,166.33,318.79,103,TMP-TF7JYG,21.75,2018-09-09,No
124,Whiskas Monitor,Nike,Furniture,5896,335.52,478.39,74,TMP-8HSOA8,49.76,2020-03-12,No
125,Puma Laptop,Puma,Pet Supplies,5888,399.84,470.87,104,TMP-S31UOC,39.11,2018-11-02,No
126,IKEA Mouse,LEGO,Automotive,9800,167.65,200.54,109,TMP-NFVDMS,4.11,2024-01-16,No
127,KitchenAid Football,Samsung,Pet Supplies,9347,188.2,243.72,101,TMP-0C2UY1,0.95,2020-06-24,No
128,Dell Bottle,Apple,Home & Kitchen,4991,335.11,702.45,21,TMP-VKCI7W,26.45,2021-03-23,No
129,Dell Chair,Sony,Office Supplies,9448,363.6,670.32,25,TMP-BF6HXJ,4.17,2021-11-03,No
130,Dell Desk,Nestle,Grocery,7759,429.48,703.21,17,TMP-S05QDM,41.22,2022-04-17,No
131,Samsung Chair,Adidas,Home & Kitchen,7752,136.24,158.25,114,TMP-THZ3VR,36.34,2018-10-13,No
132,Nestle Dog Food,Philips,Home & Kitchen,6517,474.16,683.26,26,TMP-BJ934Q,15.38,2023-04-08,No
133,Logitech Laptop,Canon,Furniture,2563,356.75,733.61,32,TMP-PM9PGE,20.97,2019-09-24,No
134,IKEA Toy Car,Canon,Sports,9442,151.59,192.68,37,TMP-6AQULR,8.02,2018-12-16,No
135,KitchenAid Mixer,Samsung,Toys,1034,268.11,323.91,101,TMP-L7FF5L,45.6,2024-08-24,No
136,Sony Bottle,Apple,Pet Supplies,8299,284.36,447.19,67,TMP-MYL4K8,40.78,2023-03-13,Yes
137,Canon Printer,Adidas,,6211,447.24,641.66,38,TMP-DBA4G4,43.1,2021-10-07,No
138,Sony Bottle,Adidas,Automotive,9574,60.73,109.93,37,TMP-YM4H4R,4.34,2020-03-28,No
139,Canon Phone,IKEA,Beauty,7452,28.53,56.67,62,TMP-VMMFG8,2.1,2026-02-04,No
140,LEGO Headphones,Canon,Books,3389,185.36,215.01,91,TMP-TZ69BS,48.29,2025-04-21,Yes
141, Whiskas Desk ,Nike,Electronic,6649,301.56,617.66,22,TMP-PJZNQ1,33.51,2022-09-24,No
142,Dell Bottle,Apple,Groceries,7739,170.82,297.92,112,TMP-WJ12TX,44.17,2020-04-17,No
143,LEGO Mixer,Logitech,Office Supplies,1993,403.71,630.55,23,TMP-97VPNL,4.29,2022-05-17,No
144,Dell Printer,Apple,Sports,5083,343.3,645.91,22,TMP-LR10L4,19.04,2023-11-26,No
145,Canon Football,Puma,Toys,897,41.18,53.0,36,TMP-02EGZ3,38.27,2023-10-06,Yes
146,Philips Desk,Logitech,Books,1784,262.57,488.76,59,TMP-WNSNLV,26.83,2023-02-27,No
147,Sony Mouse,Sony,Beauty,6233,30.59,43.31,59,TMP-EDR6V4,33.82,2020-11-07,No
148,Philips Lipstick,IKEA,Clothing,8376,42.52,54.94,111,TMP-IEFA8Y,35.44,2020-01-16,No
149,Logitech Chair,IKEA,Beauty,6947,299.04,505.95,31,TMP-JSO7X3,9.19,2020-03-28,No
150,Canon Chair,Samsung,Toys,1858,98.24,138.23,78,TMP-X03JZR,26.07,2026-02-16,No
151,Nestle Headphones,Dell,Clothing,805,491.43,728.15,32,TMP-ZRB4WD,6.52,2020-04-14,No
152,Canon Keyboard,Nike,Beauty,570,403.12,516.5,40,TMP-NT6SLO,4.18,2018-07-16,No
153,Logitech Bottle,LEGO,Toys,7629,65.46,124.77,51,TMP-XN4EEX,24.74,2024-04-02,No
154,Nike Monitor,Nestle,Beauty,7310,486.49,580.6,24,TMP-KYZEDE,38.38,2020-09-19,No
155,IKEA Bottle,Philips,Beauty,7750,304.28,377.97,117,TMP-VI3MAY,2.6,2022-12-27,No
156,Adidas Monitor,HP,Office Supplies,3511,179.25,352.18,37,TMP-ZZHQVL,30.05,2018-02-13,No
157,Puma Football,Apple,Toys,7755,364.46,403.15,94,TMP-BG66QQ,35.56,2018-10-27,No
158,Nike Dog Food,HP,Electronics,3950,253.84,438.58,84,TMP-Y0YFG2,45.51,2021-03-13,No
159,IKEA Headphones,Samsung,Sports,8370,455.67,532.94,25,TMP-X9TOUL,44.75,2019-06-12,No
160,Apple Keyboard,Puma,Clothing,4130,432.92,781.16,21,TMP-5WMCCU,24.85,2025-03-15,No
161,Dell Toy Car,Nestle,Pet Supplies,248,229.04,385.16,75,TMP-IQDYNQ,38.87,2021-09-10,No
162,Adidas Mixer,Nike,Sports,10300,424.82,607.12,22,TMP-SENY0T,40.67,2024-06-25,No
163,Puma Monitor,HP,Beauty,1559,208.9,376.11,74,TMP-EWZSI7,16.08,2019-08-30,No
164,LEGO Chair,Dell,Home & Kitchen,5222,307.67,347.47,112,TMP-7I0CS9,21.3,2020-10-25,No
165,Canon Mixer,Sony,Sports,6204,224.59,288.45,71,TMP-UKSHFP,9.83,2018-06-05,No
166,Apple Mouse,Nestle,Electronics,10155,491.92,1052.14,26,TMP-397FEA,16.4,2024-02-05,No
167,Whiskas Mixer,Philips,Furniture,9207,242.39,395.76,39,TMP-OGMW6B,48.52,2021-12-23,No
168,HP Monitor,Nike,Toys,6770,393.89,761.69,20,TMP-PWO22T,12.27,2021-10-31,No
169,Philips Headphones,Philips,Home & Kitchen,4095,465.89,697.81,26,TMP-QNYLYN,46.56,2023-11-20,No
170,Puma Dog Food,HP,Sports,7663,398.19,602.23,26,TMP-95N1E3,5.21,2024-09-01,No
171,Adidas Mouse,Adidas,Office Supplies,8565,134.54,166.27,32,TMP-TOSOAU,8.93,2025-04-08,No
172,Dell Desk,Adidas,Office Supplies,4928,319.05,371.04,100,TMP-ICXH02,12.63,2023-11-22,No
173,Dell Printer,LEGO,Toys,5887,421.14,554.88,18,TMP-5F6NFC,46.27,2022-10-02,No
174,Sony Bottle,Canon,Automotive,6127,96.5,182.53,53,TMP-237M2P,12.56,2020-01-02,No
175,LEGO Bottle,Apple,Pet Supplies,5590,160.31,198.38,92,TMP-SBJMSM,6.99,2024-01-10,No
176,Dell Mixer,Whiskas,Clothing,2988,143.57,265.94,87,TMP-QC2EUE,47.12,2018-09-29,No
177,Canon Phone,Nestle,Books,3619,36.04,52.09,95,TMP-00MPN8,35.78,2024-06-05,No
178,Apple Lipstick,LEGO,Furniture,9772,14.5,24.74,119,TMP-B89LJI,9.12,2023-07-26,Yes
179,Philips Mouse,Sony,Furniture,6853,455.56,947.77,30,TMP-M98NPG,18.15,2020-12-22,No
180,Whiskas Lipstick,Sony,Toys,3249,443.82,535.13,37,TMP-TYPM9K,3.42,2023-07-02,No
181,Whiskas Laptop,Adidas,Clothing,6565,26.17,34.09,112,TMP-Z4LCA9,7.46,2021-02-02,No
182,Sony Bottle,Sony,Sports,856,446.16,535.42,19,TMP-4WRAWS,31.97,2025-03-07,No
183,Dell Mouse,Dell,Beauty,6068,488.8,973.83,21,TMP-TPWR20,34.4,2019-12-22,No
184,Sony Book,Nestle,Grocery,9792,383.73,579.81,29,TMP-CBWNNR,33.7,2020-09-29,No
185,IKEA Mixer,Logitech,Automotive,1536,10.25,19.39,39,TMP-4X4IL8,43.31,2023-09-14,No
186,,Philips,Electronics,10027,101.74,202.43,51,TMP-P623YY,1.36,2022-11-07,No
187,IKEA Printer,Apple,Grocery,4245,405.49,885.01,18,TMP-7VMNJ7,34.92,2024-10-12,No
188,Samsung Mouse,Apple,Toys,4880,247.4,349.73,85,TMP-71C4H4,39.09,2019-06-26,No
189,Adidas Desk,Puma,Home & Kitchen,7249,17.59,32.14,49,TMP-K5OV4H,15.38,2024-11-18,No
190,Whiskas Keyboard,HP,Beauty,2719,294.85,573.82,17,TMP-A2RRL1,37.35,2023-05-02,No
191,IKEA Laptop,Samsung,Sports,4799,303.54,572.1,24,TMP-DRJHYA,44.29,2019-04-30,No
192,Nike Lipstick,IKEA,Toys,1737,241.82,295.68,68,TMP-ENYJDA,3.11,2022-03-15,No
193,Canon Lipstick,Philips,Toys,5891,16.2,34.26,31,TMP-3B70TU,37.52,2023-02-08,No
194,Philips Football,Philips,Books,1370,351.11,569.29,37,TMP-OWZ8ZL,16.07,2022-03-16,No
195,Canon Mouse,KitchenAid,Office Supplies,195,146.67,222.26,94,TMP-TLFSZ6,41.17,2023-10-19,No
196,Whiskas Mouse,Adidas,Pet Supplies,1769,328.9,590.27,22,TMP-H664OS,34.17,2019-09-21,No
197,HP Headphones,Adidas,SPORT,9125,434.06,505.4,36,TMP-D3C3LB,8.36,2023-10-02,No
198,Apple Dog Food,Nestle,Electronics,6860,260.85,354.35,118,TMP-4YK76C,15.98,2023-09-14,No
199,Logitech Chair,Logitech,Beauty,7617,286.65,449.41,44,TMP-QIVONP,4.0,2025-11-20,No
200,KitchenAid Book,Logitech,Furniture,8785,149.01,270.97,114,TMP-RUGZ20,45.58,2020-07-06,No
201,Philips Phone,Nike,Sports,1822,498.09,989.31,40,TMP-JDU8BJ,39.14,2018-08-29,Yes
202,Adidas Mixer,Adidas,Office Supplies,4435,200.69,348.62,90,TMP-06KOZT,2.95,2025-01-29,No
203,Logitech Mouse,LEGO,Clothing,2677,288.45,456.46,115,TMP-STBRMB,12.64,2024-08-09,No
204,Whiskas Phone,Sony,Home & Kitchen,5750,93.36,198.7,99,TMP-YA1MAT,3.7,2022-01-14,Yes
205,Logitech Bottle,Sony,Beauty,7843,155.83,208.29,89,TMP-NJWNQ7,24.71,2025-02-21,No
206,Puma Mixer,Sony,Office Supplies,976,5.65,7.59,96,TMP-TITD07,23.96,2025-10-02,No
207,HP Desk,Logitech,Pet Supplies,1413,274.22,486.01,42,TMP-JXSR78,31.18,2018-07-10,No
208,Dell Bottle,IKEA,Pet Supplies,1946,344.06,724.4,33,TMP-ZA6JKA,5.82,2019-10-14,No
209,HP Laptop,Puma,Grocery,3232,310.25,644.72,25,TMP-7ZL2DU,25.12,2020-03-24,No
210,Philips Phone,Samsung,pet supplies,1114,199.42,320.83,90,TMP-OLG6C9,21.01,2020-08-16,No
211,HP Lipstick,Sony,Automotive,1128,353.67,500.63,26,TMP-VM3GQS,11.11,2023-07-29,No
212,Adidas Printer,Samsung,automotive,6080,119.08,183.05,33,TMP-TYK8ZP,23.97,2022-02-18,No
213,Apple Toy Car,Nike,Home & Kitchen,2747,337.42,406.07,108,TMP-ZMULDA,27.49,2019-11-15,No
214,Logitech Mixer,Sony,Books,9899,208.54,260.33,47,TMP-VGF2G9,17.3,2025-01-22,No
215,Adidas Printer,Logitech,Sports,3329,379.07,697.75,33,TMP-4SRQ9V,25.14,2020-03-20,No
216,HP Printer,Samsung,Sports,2529,164.74,215.81,119,TMP-G73YSO,9.69,2018-08-05,No
217,Dell Book,Puma,Books,9056,435.86,696.86,23,TMP-176PRQ,22.36,2018-02-08,No
218,Philips Book,Dell,Office Supplies,6800,159.29,213.67,114,TMP-OB6XOF,16.78,2020-07-04,No
219, Logitech Phone ,Puma,Office Supplies,3942,64.46,118.42,60,TMP-IR17O8,14.35,2018-03-13,No
220,Philips Monitor,Nike,Clothing,1289,390.59,626.01,23,TMP-JT7U4O,10.12,2023-07-11,No
221,Samsung Bottle,Nike,Books,1579,69.87,106.35,79,TMP-M3T2XV,25.77,2018-10-09,No
222,Sony Lipstick,Nestle,Toys,1734,50.8,72.54,116,TMP-KCK8TE,23.91,2020-02-08,No
223,Logitech Chair,Nike,Office Supplies,2416,334.28,703.29,40,TMP-KD6EPX,8.77,2018-07-15,No
224,Samsung Keyboard,Adidas,Furniture,6648,337.78,236.45,38,TMP-V69O36,25.12,2021-09-03,No
225,Sony Book,LEGO,Books,10328,211.94,335.67,116,TMP-WF9Y73,4.87,2022-01-21,No
226,Whiskas Bottle,Adidas,Furniture,3496,11.76,16.88,58,TMP-QKG9QK,11.03,2026-02-07,No
227,HP Bottle,Adidas,Beauty,8463,468.91,747.33,23,TMP-FWGBZK,0.58,2025-03-07,No
228, Dell Monitor ,Whiskas,Automotive,9086,323.55,641.54,36,TMP-BHPJVS,47.96,2021-03-06,No
229,Puma Book,Logitech,Pet Supplies,5248,451.08,678.81,15,TMP-DCCAQP,39.99,2023-12-13,No
230,Canon Keyboard,HP,Pet Supplies,6154,249.5,541.0,22,TMP-WVK8N9,22.57,2023-02-08,No
231,Adidas Phone,KitchenAid,Sports,9330,133.67,248.47,116,TMP-FG20D3,37.3,2019-02-08,Yes
232,KitchenAid Mouse,Canon,Home & Kitchen,5909,87.07,159.11,73,TMP-WKYBBR,22.37,2022-01-17,No
233,Whiskas Football,Sony,Sports,8100,359.32,457.3,105,TMP-SRM32T,30.64,2019-03-06,No
234,Nestle Lipstick,KitchenAid,Pet Supplies,9222,43.77,49.25,38,TMP-BXN62E,40.4,2026-01-05,No
235,Puma Phone,KitchenAid,Pet Supplies,1029,51.73,82.28,33,TMP-PP8YZG,34.6,2018-07-07,Yes
236,KitchenAid Football,Puma,Electronics,5101,311.98,654.75,16,TMP-20C97S,37.17,2019-07-09,No
237,Nike Football,LEGO,Electronics,9420,262.75,395.68,52,TMP-03DXCU,46.55,2018-09-25,No
238,KitchenAid Mixer,Philips,Clothing,3298,171.52,221.11,49,TMP-SRRR4Y,17.49,2020-10-04,No
239,Sony Lipstick,HP,Beauty,2095,89.55,160.89,96,TMP-TW8I37,5.33,2024-03-04,No
240,Dell Headphones,HP,Grocery,4567,5.45,10.28,95,TMP-NETNVV,36.92,2020-01-10,Yes
241,Dell Headphones,Samsung,Beauty,5106,35.91,47.04,97,TMP-01X255,39.49,2023-09-16,No
242,Nike Mouse,LEGO,Furniture,6451,174.41,237.67,66,TMP-LPKGAA,37.77,2025-04-08,Yes
243,Sony Laptop,Puma,Clothing,1474,247.01,515.81,16,TMP-U2OOF4,14.43,2021-12-21,No
