order_item_id,order_id,product_id,quantity,unit_price,discount,returned_flag,batch_reference
53,27479,5064,4,824.32,22.22,No,BATCH-L6DLHEDX
54,20904,5053,8,1193.45,39.12,No,BATCH-202JVCQH
55,16306,9994,8,428.67,17.46,No,BATCH-YZ5UHUGI
56,33395,9924,1,48.92,24.32,No,BATCH-JV69VV5M
57,24426,3028,3,1122.25,33.93,No,BATCH-F0COQZKD
58,17727,5469,8,1215.96,34.34,No,BATCH-KH3Z3CWL
59,15089,5063,5,245.8,7.3,No,BATCH-BYRMWJOT
60,5421,11814,4,683.89,2.12,Yes,BATCH-E9PIOQSU
61,10568,2598,8,813.0,33.66,No,BATCH-91IYG84S
62,7637,3619,5,692.37,13.48,Yes,BATCH-1J8BEY5Z
63,5556,5311,8,1105.12,34.8,No,BATCH-00X898DJ
64,49054,2698,3,420.59,39.93,No,BATCH-CGC1G6XT
65,12156,1417,2,432.71,32.1,No,BATCH-QDH1R7F8
66,15760,9971,3,368.73,21.54,No,BATCH-LY6QA60A
67,12367,7349,3,406.72,27.96,No,BATCH-AWOG2GVH
68,41012,1522,7,984.87,29.31,No,BATCH-K9U73I3G
69,40103,12146,5,1188.73,11.57,No,BATCH-BLB5VOSF
70,36716,6776,7,988.84,8.97,Yes,BATCH-YT5JLMEP
71,232,4212,2,1103.24,9.98,No,BATCH-TAM4KZJC
72,22693,1370,1,368.14,24.42,No,BATCH-YJ1N39JI
73,26004,4607,2,794.58,12.23,No,BATCH-06HKFLKD
74,14537,12339,5,230.76,26.98,No,BATCH-2DKF31BD
75,25118,4956,4,314.96,7.88,No,BATCH-ZAM9D879
76,9027,4030,4,873.63,28.78,No,BATCH-Y2TW10A5
77,15013,4009,6,345.18,14.67,No,BATCH-RH5PQWI1
78,50179,298,8,1398.26,16.94,No,BATCH-PSCGGARA
79,45872,10895,5,721.64,12.26,No,BATCH-SYWNIBHR
80,26355,2293,8,750.09,16.0,No,BATCH-PASTDV45
81,3461,3525,5,1492.78,38.85,No,BATCH-BJJNWIUT
82,23558,842,3,357.57,35.49,No,BATCH-F7O4Y9SW
83,21116,7447,3,1409.88,9.64,No,BATCH-40JMJWKJ
84,43979,3407,8,1320.2,14.54,No,BATCH-ABRXTUWN
85,50775,7856,3,1318.92,9.53,No,BATCH-PZY51IUS
86,11129,2815,7,1113.68,5.43,Yes,BATCH-52ASH4FS
87,44995,352,7,983.75,22.18,No,BATCH-GP8BBVDR
88,50441,1969,1,1185.26,21.35,No,BATCH-AJK60ERK
89,8079,4239,8,1314.91,17.84,No,BATCH-NBRBXY1H
90,9386,3375,4,349.55,23.41,No,BATCH-R0KV0T42
91,33175,4236,8,295.28,6.01,No,BATCH-FN4624T6
92,20816,11112,3,1435.72,16.27,No,BATCH-G3N6PG7C
93,14285,470,3,159.37,3.06,No,BATCH-93D390AG
94,9089,843,3,1054.58,11.15,No,BATCH-NPTC6YSS
95,23377,4365,2,1168.51,14.17,No,BATCH-6GLB6SLZ
96,48768,10640,6,1321.72,1.88,No,BATCH-VWG2WGA1
97,31470,88,8,348.83,10.38,No,BATCH-1BMOCMJY
98,24813,9526,3,895.4,35.71,No,BATCH-MJJQRUNB
99,7634,4486,1,1279.48,9.41,No,BATCH-IR1FDAL9
100,24420,5982,1,1443.9,14.97,No,BATCH-F9DJ8TQM
101,29185,6934,7,248.52,11.8,No,BATCH-VJZ81F1K
102,3697,11362,7,744.54,35.14,Yes,BATCH-JUUSLEEI
103,11896,9878,3,1046.93,24.42,No,BATCH-ELA627SJ
104,33761,9639,3,767.8,0.34,No,BATCH-LUYUNIH7
105,45799,6094,6,608.06,31.64,No,BATCH-Y3EM9QT6
106,51274,8263,2,133.65,22.21,No,BATCH-48GGC8Y9
107,32541,3253,8,1051.84,25.12,Yes,BATCH-CLHAUOND
108,47858,6493,4,583.1,23.56,No,BATCH-PRFG7V05
109,2385,2088,3,1041.61,34.31,No,BATCH-WGAMHA59
110,48700,2347,6,1121.04,12.08,No,BATCH-Q0FXT8A7
111,27332,6066,8,1344.93,5.07,No,BATCH-AUH3K0LV
112,38345,6032,3,1279.2,36.22,No,BATCH-5T10HQ5I
113,6275,6473,5,40.93,30.38,No,BATCH-BUCB5MH4
114,22128,3845,6,336.41,7.83,No,BATCH-NCE9VWPN
115,11088,596,8,695.05,19.84,No,BATCH-P53QNGXT
116,3043,5759,4,747.21,31.04,No,BATCH-5W2IHR8N
117,16291,3173,4,749.35,12.83,No,BATCH-LV3IO4SM
118,30115,10228,6,1452.12,25.33,No,BATCH-BV1H7UN2
119,50327,11255,1,1207.59,20.84,No,BATCH-N5J87YR4
120,9982,5071,3,919.95,24.48,No,BATCH-KBP9T1NZ
121,47272,14,8,1377.96,32.67,No,BATCH-JR104F74
122,3772,4804,7,1072.41,34.61,No,BATCH-RSWKN7SI
123,17435,11472,2,868.38,1.27,No,BATCH-LDHWKMT2
124,32263,822,8,1169.38,7.35,No,BATCH-HCBP1ZUR
125,12530,3457,4,243.99,6.84,No,BATCH-G505607O
126,3498,10981,3,296.95,22.43,Yes,BATCH-MJQPORJS
127,11373,11810,7,458.11,32.3,No,BATCH-UFB1T5GV
128,305,8391,7,1265.63,8.81,No,BATCH-FZPS11BW
129,22493,4919,3,997.45,15.31,No,BATCH-3RKKR3E0
130,39952,71,6,518.78,8.03,No,BATCH-ARQT8PW8
131,13916,4571,2,1023.91,4.08,No,BATCH-6R0VZ6HH
132,13648,7871,3,1472.63,37.09,No,BATCH-NK3YVN3P
133,44236,11532,1,41.29,15.55,No,BATCH-YXEI9H4O
134,31027,9188,4,335.67,32.92,No,BATCH-QC62C5Y2
135,44783,3583,5,1284.61,7.13,No,BATCH-MNCFY5IL
136,10757,10582,8,1081.11,39.1,No,BATCH-SVDZTF2V
137,34231,8305,7,696.71,16.4,No,BATCH-O67SJP9E
138,14648,6531,6,568.44,39.37,Yes,BATCH-Y2BC1G74
139,39457,973,7,425.67,39.61,No,BATCH-Q5AZ1BZV
140,35163,3994,1,160.51,35.6,No,BATCH-A8K8RCST
141,31095,3048,5,1392.56,37.6,No,BATCH-9H3LZDYV
142,29153,459,8,170.52,18.66,No,BATCH-BQ0EOP20
143,43982,7916,3,1308.54,16.57,No,BATCH-UKQ3SLP1
144,40214,5873,8,9.61,29.29,Yes,BATCH-HE21RDLO
145,52074,10496,5,812.22,5.57,Yes,BATCH-BLV2SDP0
146,52252,3025,2,548.81,15.66,No,BATCH-K9BUKBKA
147,42138,6891,7,1043.51,26.68,No,BATCH-VYVN5TU0
148,50443,8661,4,852.06,20.36,No,BATCH-40F7MTXO
149,11030,2963,7,1420.54,11.53,No,BATCH-H9M9J4M3
150,3545,9754,5,1237.44,15.78,No,BATCH-1BNPB5YN
151,8182,4808,4,584.39,14.81,No,BATCH-EWE4WONN
152,44890,7004,6,1213.9,37.22,No,BATCH-GSPZA8MC
153,6645,5111,8,356.79,38.97,No,BATCH-Y1PT7M3W
154,31498,5595,8,1463.17,38.71,No,BATCH-6NTODAAJ
155,15669,7042,2,675.02,18.57,Yes,BATCH-244A8PO5
156,49470,5756,6,486.53,14.9,No,BATCH-I69JB0K2
157,25871,1327,1,895.17,36.48,No,BATCH-JD9FVGS4
158,20635,7027,2,378.36,19.83,No,BATCH-TIK7FYH6
159,44077,3462,7,726.55,16.93,No,BATCH-5J8NN29T
160,4730,2949,3,26.87,32.38,No,BATCH-1PGZPH27
161,18522,4831,7,651.09,10.78,No,BATCH-XRAHPDPX
162,47926,5214,8,438.07,35.66,No,BATCH-OQ1V5HCA
163,52051,468,7,90.76,26.75,No,BATCH-XDEBQIQ0
164,27255,7275,6,107.59,30.1,No,BATCH-TEL9UTLQ
165,4509,4053,4,664.95,33.17,No,BATCH-HWGRP469
166,45649,7346,5,917.71,20.61,No,BATCH-NBAG4RSX
167,32572,10285,8,1402.82,28.41,No,BATCH-10DXODIX
168,33107,5312,1,1382.15,36.31,No,BATCH-D5BMR8N4
169,16566,10130,4,208.32,2.99,No,BATCH-EIN8OOHO
170,27008,10449,5,1048.62,22.68,No,BATCH-GZI7P12Z
171,12361,5135,1,58.28,25.22,No,BATCH-5Y0MO3EM
172,46528,8291,2,473.03,4.09,No,BATCH-080TTW9K
173,19648,6681,7,12.89,0.53,No,BATCH-F3LQTLYD
174,19164,6424,3,1114.9,29.7,No,BATCH-W90WVBRR
175,50283,12011,3,259.4,22.69,No,BATCH-VL62HAQU
176,4316,9501,2,1194.38,21.87,No,BATCH-77CSR2WV
177,31359,2498,5,20.52,13.11,No,BATCH-7AE2JSBW
178,41738,8842,2,189.38,23.52,No,BATCH-DL9Q2VLQ
179,10292,217,4,259.82,2.44,No,BATCH-CJUI6SPY
180,28219,10421,5,1275.97,12.77,No,BATCH-JCUM31NN
181,33163,4994,4,90.6,0.27,No,BATCH-UJ0D4AHQ
182,51633,12829,4,359.09,16.81,No,BATCH-MKJJXX8T
183,52446,2485,1,1074.72,11.01,No,BATCH-1SLB37C7
184,48687,11184,2,1432.39,9.65,No,BATCH-HEDMSX56
185,27539,12270,7,133.31,15.77,No,BATCH-8DCHTGSM
186,120,4201,6,1460.15,39.54,No,BATCH-CM56DKRO
187,36198,12004,7,385.65,39.5,No,BATCH-KWKI0Y7Q
188,51869,3279,8,1215.61,12.8,No,BATCH-L75BS3D1
189,32950,8910,7,842.85,18.99,No,BATCH-JQXTWO48
190,45518,10632,8,206.5,18.82,No,BATCH-1MK5FUQ9
191,39291,4657,1,367.49,29.73,No,BATCH-JQ842FW8
192,13427,7324,1,517.97,36.84,No,BATCH-BPAILV6P
193,34258,9608,5,485.33,13.91,No,BATCH-BRCXFJSM
194,50454,2250,5,266.62,8.37,No,BATCH-VF3TIDLQ
195,39655,11784,3,1043.27,39.31,No,BATCH-1PL76I60
196,37750,914,1,789.03,0.18,No,BATCH-4DBBAUK8
197,20693,6302,3,691.56,38.6,No,BATCH-7LE37489
198,43925,9573,3,442.96,3.38,Yes,BATCH-6MZPR1U0
199,50198,5282,5,67.33,39.9,Yes,BATCH-4UFE55D8
200,47505,4602,8,524.3,20.96,No,BATCH-UT3UR9C6
201,18904,10522,5,173.04,13.64,No,BATCH-4QD8BWPA
202,46803,9199,7,1355.73,38.0,No,BATCH-K4KCEDZX
203,10614,7597,5,662.79,22.47,No,BATCH-CSS8YB8N
204,5243,4192,8,1024.39,25.37,No,BATCH-NW7J5U6O
205,32682,3479,7,640.74,21.42,No,BATCH-9P4WPHN2
206,4778,4713,5,420.44,6.76,No,BATCH-DKPXC39S
207,45872,2578,1,41.47,37.3,No,BATCH-HFO6AIYF
208,16836,887,8,1414.46,37.65,No,BATCH-B0FSFQFO
209,50260,4519,4,811.21,20.98,No,BATCH-EHTQZDKB
210,13480,3074,8,533.4,17.77,No,BATCH-X8Y3FJ0E
211,39033,1246,6,328.55,12.35,Yes,BATCH-ZLNA66GQ
212,52521,10126,2,1062.43,24.19,No,BATCH-JZ0VX4S6
213,8917,7699,3,49.3,1.83,Yes,BATCH-WXDA555B
214,7837,6684,8,458.75,34.25,No,BATCH-S839ZB81
215,36791,10520,7,147.84,6.0,No,BATCH-58FPHO2P
216,44338,2494,7,334.36,38.45,No,BATCH-0BQK3SEC
217,39208,6071,2,1004.76,23.7,No,BATCH-HMH104HF
218,30765,4321,5,333.62,23.2,No,BATCH-52RXIJEU
219,14207,9549,3,190.37,39.55,No,BATCH-SSZLNCPU
220,38281,8626,6,276.79,16.63,No,BATCH-XWP90FWT
221,28108,2983,6,948.94,0.92,No,BATCH-HNCUCVJ3
222,17171,6348,6,415.63,32.36,No,BATCH-7RHQI2QC
223,13866,10168,2,750.22,15.49,No,BATCH-B41EAH57
224,5223,1064,4,1032.78,3.27,No,BATCH-N72KPYFN
225,28977,215,6,1057.98,35.9,No,BATCH-MJ6UYMJ4
226,46519,6669,5,723.53,28.46,No,BATCH-9UUQ4N7X
227,32059,1097,1,619.31,23.77,No,BATCH-6750M3GG
228,8579,5707,7,1111.94,36.06,No,BATCH-YMYGWCWY
229,47239,1122,1,141.45,1.36,No,BATCH-QHJQ8JHS
230,44383,11182,4,579.52,24.22,Yes,BATCH-5D9JOHU5
231,3782,1849,2,413.65,19.01,No,BATCH-SI0UTFU9
232,5293,5048,6,607.78,7.01,No,BATCH-RAXS1B1U
233,29329,1125,7,331.43,29.33,Yes,BATCH-BX38P2MX
234,51067,6365,2,1349.31,11.8,Yes,BATCH-QLI7KIMJ
235,24814,8314,1,1386.65,20.87,No,BATCH-X79GVSQJ
236,16372,8628,5,955.76,22.75,Yes,BATCH-L7O825UH
237,15508,11134,4,1434.5,10.03,No,BATCH-ENYUNR1C
238,49168,9394,1,454.57,20.49,No,BATCH-EI75WKRH
239,37449,9808,4,225.05,0.12,No,BATCH-1LFM52DU
240,31481,7171,7,995.99,10.55,No,BATCH-WPSUG1E3
241,40746,2938,3,198.06,12.16,No,BATCH-3T1CRL6E
242,33206,10169,1,1306.79,13.78,No,BATCH-3SWO1OI7
243,14860,1138,7,1122.59,26.65,No,BATCH-A76K7YVH
244,45933,4021,3,665.9,29.94,No,BATCH-NUGMHMK1
245,13868,9277,1,892.79,8.85,No,BATCH-W289QSV9
246,10663,4044,3,444.08,31.57,No,BATCH-OR63E0N2
247,48756,10965,5,369.56,29.06,No,BATCH-G950QOCN
248,12493,8480,8,598.27,18.38,No,BATCH-N01LF3HI
249,34864,9466,1,568.87,7.93,No,BATCH-NCG030GU
250,33493,6221,6,600.52,16.24,No,BATCH-FX45T1W1
251,21765,9872,6,109.11,37.23,No,BATCH-VLYI97D7
252,10689,6382,1,1110.02,11.48,No,BATCH-SU2YNMFW
253,22703,5486,6,1174.78,31.27,No,BATCH-MYMETSUS
254,10550,1586,6,416.0,13.29,No,BATCH-BK6C3S02
255,39643,476,2,247.33,18.78,No,BATCH-34OY1ACG
256,33538,4769,5,208.63,25.03,No,BATCH-E40TVXOI
257,12125,12206,8,212.33,1.51,No,BATCH-6Z0414T2
258,10846,5934,6,1306.33,16.37,No,BATCH-GUXJQXOW
259,19981,2643,3,1361.28,18.83,No,BATCH-GPMWSYKM
260,1172,3221,3,12.42,16.83,No,BATCH-F2VBRC3O
261,44252,2332,2,1360.28,1.5,No,BATCH-4J2NLV8Z
262,23938,10949,6,1184.25,0.62,No,BATCH-AZ8KLQMT
263,46823,9782,7,1498.57,5.7,No,BATCH-ZWUXBA29
264,43403,3322,1,1273.65,26.79,No,BATCH-95VR0GNN
265,16888,6834,5,243.28,31.59,No,BATCH-QBYASLAB
266,41069,10733,5,1342.8,32.31,No,BATCH-00X3BH7W
267,8776,2426,5,42.92,21.49,No,BATCH-W4G7CUC7
268,20027,12246,4,1376.8,39.78,No,BATCH-1B9YRLNB
269,9953,1871,4,771.44,25.53,No,BATCH-8OZXPTVK
270,36063,12211,7,832.8,3.32,No,BATCH-S8EF4S89
271,19713,3080,3,253.1,12.13,No,BATCH-LWN8MJ38
272,28434,3708,6,1001.11,24.42,No,BATCH-BWO1X1WX
273,48939,5212,6,9.57,20.93,No,BATCH-Q9B01H05
274,25461,3669,2,1476.43,9.7,No,BATCH-D7H9FAOV
275,14676,8570,4,40.57,39.8,No,BATCH-4K41RO32
276,34192,3259,7,16.59,26.11,No,BATCH-6VVDQL4U
277,12680,6470,7,257.62,10.7,No,BATCH-QUHVD2YB
278,31720,2431,8,1371.63,3.12,No,BATCH-2G5KLSJS
279,47015,11049,5,1228.4,6.18,No,BATCH-UF5WCI00
280,32777,8925,3,964.9,24.93,No,BATCH-TP2J8BJS
281,2855,856,4,1025.19,21.09,No,BATCH-SIMJ6LSM
282,15222,10556,7,1210.24,8.74,No,BATCH-WEJ5BLBQ
283,50756,4107,5,234.55,30.68,No,BATCH-RU9ZTX9P
284,52040,414,4,1375.82,22.53,Yes,BATCH-GLBOM0CD
285,41467,7257,4,877.29,38.36,No,BATCH-MXNCII6R
286,39612,4252,1,708.08,37.29,No,BATCH-6K0L1DLD
287,4919,6303,3,130.25,136.15,No,BATCH-FD7I00R1
288,31389,9608,1,1076.19,12.3,No,BATCH-82K2797L
289,52290,9639,5,1090.95,39.5,No,BATCH-MHOFTT5I
290,16429,3526,7,1337.37,30.66,No,BATCH-SIPHE1PE
291,45905,7461,5,611.44,22.44,No,BATCH-TFAHS2KB
292,3896,2996,8,617.3,7.57,No,BATCH-MP7PQF5E
293,2640,1218,3,812.42,16.38,No,BATCH-1HQQYK9X
294,21852,10275,8,635.87,22.5,No,BATCH-5B302A55
295,19857,1083,6,413.59,14.61,No,BATCH-ATE9NITD
296,52992,8976,8,293.41,7.01,No,BATCH-9A0HY0ZJ
297,41048,4263,1,328.2,32.99,No,BATCH-CJ97O09J
298,6995,5884,2,160.53,34.08,No,BATCH-MFJXRWWR
299,11690,10830,4,458.64,19.17,No,BATCH-06PMUF8R
300,3401,7093,8,504.96,39.86,No,BATCH-IPSY9HSH
301,13205,9105,5,520.04,37.44,No,BATCH-U5DE84LT
302,48489,6520,7,606.7,17.0,No,BATCH-BZCYV62U
303,23098,1891,3,1208.13,13.93,No,BATCH-21ALCKBG
304,30495,4957,1,732.1,16.35,No,BATCH-9O9EGEB7
305,37632,7527,6,901.49,0.12,No,BATCH-N425O6EE
306,25254,1018,6,315.33,37.63,No,BATCH-BYHIRJPJ
307,19152,9235,4,202.5,24.91,No,BATCH-NRY85V9Y
308,26217,5552,7,542.78,22.76,No,BATCH-YQJ093Q0
309,6590,11989,2,93.47,36.77,No,BATCH-QXKVQK0C
310,11557,1493,1,85.5,3.65,No,BATCH-F3SYK1XJ
311,33909,11437,4,170.15,15.29,Yes,BATCH-ERCAWKYB
312,7616,3477,8,1188.92,33.14,No,BATCH-7BP4P6YV
313,16954,9229,4,26.84,25.98,No,BATCH-CXZNOIXV
314,25017,10195,1,1078.33,34.32,No,BATCH-VON0UXSF
315,26469,5002,6,1002.89,35.68,No,BATCH-G1TMOJJB
316,45906,3160,1,1459.01,33.47,No,BATCH-LYXUIKTX
317,3700,3895,1,590.77,39.57,No,BATCH-89BZGOZR
318,3562,5592,3,279.28,1.75,No,BATCH-QPXWXV9I
319,10580,1853,7,1404.31,36.52,No,BATCH-NGN71NSD
320,24679,3090,6,1467.35,29.76,No,BATCH-AJ7FLXV3
321,32415,9965,7,43.05,11.76,No,BATCH-RSCHA36Q
322,25072,12196,4,536.01,39.34,Yes,BATCH-QNLX6RI8
323,24557,6800,6,927.91,10.7,No,BATCH-CZ88AXRS
324,49240,1287,8,363.95,25.72,No,BATCH-3DIMZ8TB
325,36522,8550,7,803.85,3.6,No,BATCH-MRVJB11C
326,43057,9319,3,576.95,17.43,No,BATCH-1F75BKAY
327,35794,4464,8,1121.07,38.31,No,BATCH-OGBKODAY
328,45497,4457,1,296.63,11.02,Yes,BATCH-KCDZU3Z0
329,10272,5546,8,307.65,17.0,No,BATCH-MUYGUC9H
330,48749,2050,6,47.58,34.3,No,BATCH-VXAATWSN
331,10086,5836,8,113.96,29.66,No,BATCH-3TZGEESK
332,7832,4425,1,833.86,26.31,No,BATCH-JP28HBQS
333,30294,10602,4,650.76,12.41,Yes,BATCH-7T44HLP5
334,31030,11305,2,1135.37,16.07,No,BATCH-2A1TU4GY
335,34604,6590,6,114.63,14.99,No,BATCH-EW5WKP2D
336,17226,1783,4,1031.17,0.28,No,BATCH-7EQUK6YD
337,35232,11087,2,78.66,16.32,No,BATCH-SHRQ1EH4
338,38375,1246,1,905.17,24.41,No,BATCH-F459FMHI
339,49850,9129,7,1281.36,33.84,No,BATCH-3S1Q63BW
340,3158,11463,8,1305.68,14.8,No,BATCH-7L7UNMIA
341,40223,10424,6,357.8,19.57,No,BATCH-QB12PLU8
342,35304,736,8,1444.73,39.74,No,BATCH-TMDK3F4W
343,50362,7361,1,526.31,38.12,No,BATCH-O6F1OUPE
344,25468,10918,4,1414.59,4.31,No,BATCH-UJ9A2CTF
345,40334,1442,8,1140.63,30.8,No,BATCH-OOK4GUQ3
346,46297,9129,1,997.4,10.81,No,BATCH-NAMAA0NK
347,4500,1530,6,854.88,10.15,No,BATCH-7H949XT4
348,47606,4519,8,1265.39,34.71,Yes,BATCH-V9JBDIFQ
349,41092,6676,1,834.51,36.88,No,BATCH-IASNDNH5
350,36100,2746,5,345.32,0.13,No,BATCH-EQ8F3MCS
351,51477,10945,2,968.49,21.18,No,BATCH-U0WQAM0F
352,48145,4527,1,1429.8,29.0,No,BATCH-IQ4K6EPF
353,44401,3123,3,666.65,18.69,No,BATCH-WUYMTPCT
354,39394,10094,7,1493.52,7.29,No,BATCH-EFXYPATH
355,19683,8270,4,1218.03,15.48,No,BATCH-5JXT3LM7
356,50291,8887,3,111.28,23.9,No,BATCH-7SX3S7LZ
357,30208,9579,6,220.6,14.12,No,BATCH-PSSYSEY7
358,43768,9656,7,303.67,3.23,No,BATCH-GT0OIV8A
359,43030,3957,1,296.07,11.61,No,BATCH-OTPFQP1W
360,19813,993,2,1238.08,4.44,No,BATCH-0J01A6DD
361,51203,228,3,1068.25,11.72,No,BATCH-08PWMTTR
362,19425,2260,5,711.28,37.15,No,BATCH-1NTBBKZB
363,32173,5916,6,832.84,16.93,Yes,BATCH-8GTICDZ6
364,51763,2729,6,555.42,4.7,No,BATCH-ZPZ5BHIV
365,2319,9652,5,1066.82,3.69,No,BATCH-YD98NX5T
366,13214,6469,2,781.28,22.56,No,BATCH-1ZN2ZS56
367,40217,2596,2,1319.36,25.89,No,BATCH-VPI4O2LX
368,17692,7410,7,999.53,12.3,No,BATCH-JKWYBUSX
369,824,3289,1,437.04,34.4,No,BATCH-0QFFQ7LK
370,43424,1412,6,573.7,2.98,No,BATCH-9R8BHCA0
371,48877,5067,8,1443.38,10.71,No,BATCH-GRQZ7OUT
372,42672,11369,7,231.57,15.11,No,BATCH-AC62G904
373,47340,4224,1,671.1,7.39,No,BATCH-QQ3WMACB
374,17736,9838,8,1124.45,28.45,No,BATCH-BDP1B2NY
375,22928,9121,7,919.78,39.74,No,BATCH-5JQ1DD3D
376,5017,6493,7,1056.94,9.09,No,BATCH-MOPCFP4W
377,28926,4843,4,51.28,27.34,No,BATCH-Y886IYGT
378,40521,2887,1,1370.43,14.46,No,BATCH-IL4QDGS0
379,20119,10850,7,1233.53,3.7,No,BATCH-7YD481XJ
380,4023,7911,3,1212.87,11.98,No,BATCH-AS930XVN
381,41694,3002,2,1218.88,12.82,No,BATCH-S4DAVF58
382,4983,8918,5,811.13,8.9,No,BATCH-3UKFP6RD
383,51642,4816,7,822.66,26.94,No,BATCH-GWCXQUXM
384,22619,4940,8,458.39,35.25,No,BATCH-4XK1SWDK
385,146,9719,3,315.97,33.57,No,BATCH-QOGDVWKN
386,14952,1773,1,122.73,27.62,No,BATCH-5ILXUNF1
387,33725,10867,7,849.06,39.08,No,BATCH-OBWXN5TW
388,35529,458,7,352.46,39.82,No,BATCH-ZHDXSCI7
389,22511,5539,3,830.56,15.96,No,BATCH-WQOI1GKG
390,37475,6698,2,1160.59,24.73,No,BATCH-M9JKHOFI
391,37469,2510,6,1279.14,21.91,No,BATCH-L0AIM3MY
392,34304,9783,1,460.48,29.3,No,BATCH-GNIF8T8W
393,36663,4171,2,1488.0,2.59,No,BATCH-INSCMBKK
394,8719,7945,7,1343.57,0.58,No,BATCH-YIRNMC75
395,14817,9458,2,146.02,24.07,No,BATCH-01RIRZI1
396,24681,9849,7,873.16,37.82,No,BATCH-976CRA1E
397,19330,10157,7,1091.05,7.12,No,BATCH-JC53SITG
398,18738,12013,1,496.23,31.3,Yes,BATCH-P0MLFQL9
399,30436,7590,6,1436.72,4.22,No,BATCH-SW68VYSP
400,23581,5579,4,1030.46,19.55,No,BATCH-8NN5823Q
401,12089,7553,1,770.07,5.95,No,BATCH-3ULGYOGC
402,37131,1802,2,806.31,20.71,Yes,BATCH-XTMTPE50
403,24720,6757,4,1130.22,21.66,No,BATCH-VHOB6HUL
404,26387,11300,6,192.15,28.5,No,BATCH-934MGJES
405,22063,4277,6,421.85,14.67,No,BATCH-RBK52KFM
406,12278,3677,3,999.51,1.73,No,BATCH-27VTV7VH
407,48857,2621,5,213.67,16.13,No,BATCH-LEO9P4BG
408,35400,471,1,1006.36,8.22,No,BATCH-HFPRFQV1
